X,frankfurt_urban.MA[0].tcpApp[0]/endToEndDelay:vector
31.344762124106,1.09142
32.283144676735,0.838383
33.246172955852,0.863028
34.867581515104,1.52141
69.449338353015,34.4818
70.364609850971,0.815271
71.279935835602,0.815326
72.197188643449,0.817253
73.116395606529,0.819207
74.034124932416,0.817729
74.952164819908,0.81804
75.875411871679,0.823247
76.806425931037,0.831014
77.749838142467,0.843412
78.697873363192,0.848035
79.657616576524,0.859743
81.215707413303,1.45809
114.365637987645,33.0499
115.102385215143,0.636747
115.834445071856,0.63206
116.568425931668,0.633981
117.302230922646,0.633805
118.035525784927,0.633295
118.773266862667,0.637741
119.504965241941,0.631698
120.241247601744,0.636282
120.974756504627,0.633509
121.709276755685,0.63452
122.441699176523,0.632422
123.176781164067,0.635082
123.910962229202,0.634181
124.645746470665,0.634784
125.380027455763,0.634281
126.115592552603,0.635565
126.856881785485,0.641289
127.597242612094,0.640361
128.340397895001,0.643155
129.088735720495,0.648338
129.840049742995,0.651314
130.601856161339,0.661806
131.360659288704,0.658803
132.14075950329,0.6801
132.920841841116,0.680082
133.718241624636,0.6974
134.636062369118,0.817821
136.183013086611,1.44695
170.192634161111,33.9096
170.928869691822,0.636236
171.674862470106,0.645993
172.410741932105,0.635879
173.149485862016,0.638744
173.890040068883,0.640554
174.628022752285,0.637983
175.365339236769,0.637316
176.12520876819,0.65987
176.870169466427,0.644961
177.616553299732,0.646384
178.367078403302,0.650525
179.145020188812,0.677942
179.909700642889,0.66468
180.670500004179,0.660799
181.439184520559,0.668685
182.206061628375,0.666877
183.407903397582,1.10184
184.525583695648,1.01768
186.038223181222,1.41264
191.808656875697,5.67043
255.096419042824,63.1878
255.829200014984,0.632781
256.561906225829,0.632706
257.295056368535,0.63315
258.032477582431,0.637421
258.767278359894,0.634801
259.50378385514,0.636505
260.238669394213,0.634886
260.978798811248,0.640129
261.716918905374,0.63812
262.452646413157,0.635728
263.19063404706,0.637988
263.930959696861,0.640326
264.670177811966,0.639218
265.406647674621,0.63647
266.143620623714,0.636973
266.882403358311,0.638783
267.621021025817,0.638618
268.357964382901,0.636943
269.113173397745,0.655209
269.855116082606,0.641943
270.595586632004,0.640471
271.340348369703,0.644762
272.087274624784,0.646926
272.828507616084,0.641233
273.572738050837,0.64423
274.321284629005,0.648547
275.080914821144,0.65963
275.827425343996,0.646511
276.591251939957,0.663827
277.363199795594,0.671948
278.132004915094,0.668805
278.910474593688,0.67847
279.700064652748,0.68959
280.502535276623,0.702471
281.526208355108,0.923673
282.316313450529,0.690105
283.114639912797,0.698326
283.922927561604,0.708288
286.051293687372,2.02837
287.276055041873,1.12476
