X,frankfurt_urban_n_vehicles.MA[4].tcpApp[0]/endToEndDelay:vector
339.682764895042,0.901611
340.442905091479,0.66014
341.228237649535,0.685333
342.02706980026,0.698832
342.821415063897,0.694345
343.589827645589,0.668413
344.345971725249,0.656144
345.103497869079,0.657526
345.881971406407,0.678474
346.659280532614,0.677309
347.467853685766,0.708573
348.2570775545,0.689224
349.060882947272,0.703805
349.848604238058,0.687721
350.649654476062,0.70105
351.439603319404,0.689949
352.230925121374,0.691322
353.018639774635,0.687715
353.807325291368,0.688686
354.603020866532,0.695696
355.391036210068,0.688015
356.169793567138,0.678757
356.949508455005,0.679715
357.730772010509,0.681264
358.531507332247,0.700735
359.318388220514,0.686881
360.108936135571,0.690548
360.905613585649,0.696677
361.704492454882,0.698879
362.528669767617,0.724177
363.318831789948,0.690162
364.16843520825,0.749603
365.034856915472,0.766422
365.916485287995,0.781628
366.81861621666,0.802131
367.813676504822,0.89506
369.002861417013,1.08918
370.334410263874,1.23155
371.550691272788,1.11628
374.479622205455,2.82893
407.731623034376,33.152
408.67250462347,0.840882
409.601149208085,0.828645
410.532531194971,0.831382
411.452981510492,0.82045
412.375951005076,0.822969
413.297126671206,0.821176
414.217417599207,0.820291
415.13373819856,0.816321
416.052282129158,0.818544
416.992671083419,0.840389
417.91772496007,0.825054
418.859833800283,0.842109
419.796735223382,0.836901
420.755688675909,0.858953
421.732691977262,0.877003
422.69704119987,0.864349
423.712204392343,0.915163
424.811007831519,0.998803
425.83035135355,0.919344
427.097120159768,1.16677
428.239926667503,1.04281
429.911180909234,1.57125
