X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
197.502116049967,1
198.502116049967,2
200.502116049967,3
204.502116049967,4
212.502116049967,5
228.502116049967,6
260.502116049967,7
292.502116049967,8
299.511727359402,1
300.511727359402,2
302.511727359402,3
306.511727359402,4
314.511727359402,5
330.511727359402,6
338.780609493886,1
339.780609493886,2
341.780609493886,3
345.780609493886,4
353.780609493886,5
369.780609493886,6
401.213238992162,1
402.213238992162,2
404.213238992162,3
408.213238992162,4
