X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.05973730981,1
196.05973730981,2
198.05973730981,3
202.05973730981,4
210.05973730981,5
226.05973730981,6
258.05973730981,7
290.05973730981,8
293.877423982961,1
294.877423982961,2
296.877423982961,3
300.877423982961,4
308.877423982961,5
324.877423982961,6
334.327912022239,1
335.327912022239,2
337.327912022239,3
341.327912022239,4
349.327912022239,5
365.327912022239,6
397.327912022239,7
402.383489141673,1
403.383489141673,2
405.383489141673,3
409.383489141673,4
417.383489141673,5
433.383489141673,6
