X,frankfurt_urban_n_vehicles_multi_radio.MA[2].udpApp[0]/endToEndDelay:vector
34.252334365435,0.00649714
34.261990207285,0.00615298
34.276013567751,0.0101763
34.305493512649,0.0296563
34.309158913959,0.0233217
34.313801315269,0.0179641
34.319618716579,0.0137815
34.330442117889,0.0146049
34.338784519199,0.0129473
34.340864920509,0.00502769
34.350505228935,0.004668
34.369389228935,0.013552
34.383570630245,0.0177334
34.392822031555,0.0169848
34.396307432865,0.0104702
34.400494841997,0.00465761
34.408164250567,0.00232702
34.41808922604,0.002252
34.42808922604,0.002252
34.43808922604,0.002252
34.44872422604,0.002887
34.466884325355,0.0110471
34.483265767119,0.0174285
34.487737208883,0.0119
34.490686650647,0.00484942
34.512788333071,0.0169511
34.517552814975,0.0117156
34.520412296879,0.00457507
34.552662333071,0.0268251
34.558349814975,0.0225126
34.569646826609,0.0238096
34.581172369383,0.0253351
34.589343851287,0.0235066
34.596151333191,0.0203141
34.620103894123,0.0342667
34.623562415821,0.0277252
34.630869937519,0.0250327
34.633531459217,0.0176942
34.635548980915,0.00971175
34.639070502613,0.00323328
34.672074340645,0.0262371
34.680200862343,0.0243636
34.692053384041,0.0262162
34.697820905739,0.0219837
34.725983454213,0.0401462
34.733853015339,0.0380158
34.745759576465,0.0399223
34.750371137591,0.0345339
34.757254698717,0.0314175
34.766007259843,0.03017
34.768123820969,0.0222866
34.770285382095,0.0144482
34.775674943221,0.00983772
34.795674537031,0.0198373
34.798116098157,0.0122789
34.802380691032,0.00654346
34.813894337085,0.00805711
34.818089256196,0.00225203
34.828906443613,0.00306922
34.838796256196,0.00295903
34.865151355511,0.0193141
34.869424955775,0.0135877
34.879411556039,0.0135743
34.901050676679,0.0252134
34.906512315805,0.0206751
34.916799954931,0.0209627
34.918637594057,0.0128004
34.923028233183,0.00719101
34.929008872309,0.00317165
34.938439358767,0.00260213
34.952013358767,0.00617613
34.95808926346,0.00225204
34.984939362775,0.0191021
34.994287001901,0.0184498
34.997254641027,0.0114174
35.005511301921,0.00967407
35.010306979631,0.00446975
35.018089270646,0.00225204
35.032661380535,0.00682415
35.047266380535,0.0114292
35.053228058245,0.00739083
35.059138270646,0.00330104
35.092464369961,0.0266271
35.102447062088,0.0266098
35.107863778022,0.0220266
35.111029493956,0.0151923
35.124271184618,0.018434
35.139891900552,0.0240547
35.155458616486,0.0296214
35.16197033242,0.0261331
35.181101023082,0.0352638
35.197810713744,0.0419735
35.203434460672,0.0375972
35.223737174422,0.0478999
35.241638928288,0.0558017
35.258956642038,0.0631194
35.275663355788,0.0698261
35.277816109654,0.0619789
35.28867986352,0.0628426
35.296005617386,0.0601684
35.314233337995,0.0683961
35.316823129493,0.0609859
35.319988920991,0.0541517
35.325797712489,0.0499605
35.327779503987,0.0419423
35.347823295485,0.0519861
35.354862086983,0.0490249
35.362750878481,0.0469137
35.377672669979,0.0518354
35.382774461477,0.0469372
35.397734197901,0.051897
35.403215020008,0.0473778
35.406853848854,0.0410166
35.4099656777,0.0341285
35.414360506546,0.0285233
35.432495335392,0.0366581
35.451721094036,0.0458839
35.460725922882,0.0448887
35.469127751728,0.0432905
35.488032580574,0.0521954
35.49539440942,0.0495572
35.498668238266,0.042831
35.505188097525,0.0393509
35.514102963439,0.0382657
35.531155743911,0.0453185
35.536244609825,0.0404074
35.546946475739,0.0411092
35.557548341653,0.0417111
35.563784207567,0.037947
35.586370073481,0.0505328
35.611438860504,0.0656016
35.616801763158,0.0609645
35.63513309186,0.0692959
35.638789994514,0.0629528
35.645291897168,0.0594547
35.676283699024,0.0804465
35.680697601678,0.0748604
35.683485504332,0.0676483
35.702481312636,0.0766441
35.745534135504,0.109697
35.763351074678,0.117514
35.769138013852,0.113301
35.779996953026,0.11416
35.803024782275,0.127188
35.805992757647,0.120156
35.822074601101,0.126237
35.828225576473,0.122388
35.838009551845,0.122172
35.846437527217,0.1206
